session.code,participant.code,session_type,session_discount,d_n_dutch_irrational_bid,d_round_dutch_irrational_bid,d_n_dutch_predicted_win,d_diff_dutch_predicted_win,d_round_dutch_predicted_win,d_n_dutch_predicted_lose,d_round_dutch_predicted_lose,d_n_dutch_lucky_win,d_diff_dutch_lucky_win,d_round_dutch_lucky_win,d_n_dutch_greedy_lose,d_diff_dutch_greedy_lose,d_round_dutch_greedy_lose,h_n_dutch_irrational_bid,h_round_dutch_irrational_bid,h_n_dutch_predicted_win,h_diff_dutch_predicted_win,h_round_dutch_predicted_win,h_n_dutch_predicted_lose,h_round_dutch_predicted_lose,h_n_dutch_lucky_win,h_diff_dutch_lucky_win,h_round_dutch_lucky_win,h_n_dutch_greedy_lose,h_diff_dutch_greedy_lose,h_round_dutch_greedy_lose,h_n_contest_correct_bid,h_round_contest_correct_bid,h_n_contest_correct_leave,h_round_contest_correct_leave,h_n_contest_irrational,h_round_contest_irrational,h_n_contest_regret,h_diff_contest_regret,h_round_contest_regret,h_n_english_irrational,h_diff_english_irrational,h_round_english_irrational,h_n_english_correct,h_diff_english_correct,h_round_english_correct
p66lw61j,baly09q8,02_D2H1,0.019,0,[],9,"[-0.8263567499999986, -1.1567896599999994, -0.4916336000000001, 1.1736432500000014, 4.82890463, 7.4934841500000005, -0.16429001999999926, -1.8218084999999995, 1.823646359999998]","[3, 5, 6, 7, 8, 9, 11, 15, 19]",8,"[10, 12, 13, 14, 16, 17, 18, 20]",1,[-2.160972900000001],[4],0,[],[],0,[],5,"[3.840749914, -1.1280178299999992, 8.0, 7.8756509600000015, 3.0]","[6, 9, 15, 16, 17]",2,"[5, 8]",1,[1.3368438559999998],[18],10,"[11.08630463, 5.457004089, 4.035820659999999, 11.45497431, 4.1913364600000005, 11.74869362, 5.84083292, 14.45497431, 0.030616436, 0.22927618699999996]","[3, 4, 7, 10, 11, 12, 13, 14, 19, 20]",16,"[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20]",1,[5],0,[],1,[1],[19],1,[-3],[20],15,"[18, 1, 12, 1, 3, 6, 25, 0, 21, 16, 34, 26, 7, 27, 0]","[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
p66lw61j,3m6qecgs,02_D2H1,0.019,0,[],9,"[-4.8218084999999995, -3.5011070699999998, -1.5049906600000007, -2.48005734, -2.1710953699999997, 0.18417378000000006, 0.49889293000000023, -0.4985814899999994, -0.842680620000003]","[3, 4, 5, 6, 8, 9, 12, 17, 20]",5,"[7, 11, 15, 16, 18]",2,"[0.9642543030000001, 0.2568277290000003]","[10, 14]",2,"[1.706017225, 1.157319379999997]","[13, 19]",0,[],7,"[-2.8086635399999995, 8.0, -2.9136953699999992, 4.43752828, -1.770723813, 4.72195589, 0.08630463000000077]","[5, 6, 12, 14, 16, 17, 18]",6,"[3, 7, 9, 13, 15, 20]",5,"[-1.329066461, -3.5916837389999996, -1.1592500860000001, -0.72256338, -3.095724174]","[4, 8, 10, 11, 19]",0,[],[],12,"[4, 5, 6, 8, 10, 11, 12, 14, 16, 17, 18, 19]",5,"[3, 7, 9, 13, 20]",0,[],1,[3],[15],0,[],[],12,"[1, 15, 17, 2, 2, 0, 8, 24, 0, 26, 17, 0]","[4, 5, 6, 8, 10, 11, 12, 14, 16, 17, 18, 19]"
p66lw61j,bzz4b91z,02_D2H1,0.019,0,[],8,"[-2.503210920000001, -3.160972900000001, -4.16698461, 1.1584271299999997, 8.825916370000002, 5.827301080000002, -1.48005734, 14.157319379999997]","[4, 7, 11, 14, 15, 16, 17, 20]",8,"[3, 5, 6, 8, 9, 12, 18, 19]",2,"[-0.2939827749999999, -1.7767969800000003]","[10, 13]",0,[],[],0,[],3,"[6.0, 17.61810328, 10.6371257]","[7, 15, 20]",9,"[4, 5, 6, 9, 10, 11, 12, 13, 16]",1,[-8.130251203],[14],5,"[2.27743662, 14.0, 0.8408329200000004, 4.995931990000001, 3.840749914]","[3, 8, 17, 18, 19]",12,"[3, 5, 6, 7, 8, 14, 15, 16, 17, 18, 19, 20]",6,"[4, 9, 10, 11, 12, 13]",0,[],0,[],[],3,"[-1, -1, -1]","[14, 16, 17]",9,"[0, 0, 0, 8, 13, 41, 7, 13, 19]","[3, 5, 6, 7, 8, 15, 18, 19, 20]"
p66lw61j,gmp380ww,02_D2H1,0.019,0,[],7,"[-2.1513525199999997, 2.8273010800000016, -5.156789659999999, 6.82890463, -0.8218084999999995, 3.51994266, 3.8307835700000012]","[3, 4, 5, 10, 14, 16, 18]",11,"[6, 7, 8, 9, 11, 12, 13, 15, 17, 19, 20]",0,[],[],0,[],[],2,"[7, 9]",8,"[3.20174179, 1.14779549, 2.7866615999999986, 0.3934859960000008, -1.1280178299999992, -3.994553679999999, -6.128017829999999, -4.095724174]","[3, 8, 10, 13, 16, 17, 18, 20]",4,"[12, 14, 15, 19]",1,[-11.077279106],[11],3,"[1.8408329200000004, 9.457004089, 2.7866615999999986]","[4, 5, 6]",12,"[3, 4, 5, 6, 8, 10, 11, 13, 16, 17, 18, 20]",0,[],6,"[7, 9, 12, 14, 15, 19]",0,[],[],8,"[-3, -5, -14, -9, -21, -18, -17, -15]","[4, 7, 9, 11, 12, 14, 15, 19]",10,"[23, 25, 5, 1, 27, 7, 14, 16, 13, 3]","[3, 5, 6, 8, 10, 13, 16, 17, 18, 20]"
r6ovli5x,4cbiy0ib,05_D2H1,0.009,1,[18],5,"[-6.533963819999997, -6.328688489999998, -4.7925730999999985, -3.809321709999999, 0.4699689300000003]","[13, 21, 26, 27, 29]",21,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19, 20, 22, 23, 24, 28, 30]",1,[-5.8947383900000005],[25],0,[],[],1,[13],1,[4.0],[19],16,"[3, 4, 6, 8, 9, 10, 11, 15, 16, 17, 18, 20, 23, 25, 26, 27]",2,"[-1.7741018100000012, -0.7741018100000012]","[12, 21]",8,"[6.32373522, 3.0, 0.22589818999999878, 5.0, 6.0, 8.32373522, 6.32373522, 10.0]","[5, 7, 14, 22, 24, 28, 29, 30]",15,"[5, 7, 12, 14, 15, 16, 18, 19, 21, 22, 24, 26, 28, 29, 30]",11,"[4, 6, 8, 9, 10, 11, 17, 20, 23, 25, 27]",2,"[3, 13]",0,[],[],6,"[-4, -6, -3, -4, -1, -9]","[3, 13, 14, 16, 18, 30]",11,"[15, 10, 0, 0, 10, 0, 0, 7, 0, 12, 11]","[5, 7, 12, 15, 19, 21, 22, 24, 26, 28, 29]"
r6ovli5x,jeedwatt,05_D2H1,0.009,0,[],3,"[-4.62747551, -3.9908862099999993, -4.61345146]","[5, 10, 14]",22,"[3, 4, 6, 8, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30]",3,"[-6.7925730999999985, -2.2339104499999998, -6.43411279]","[7, 9, 28]",0,[],[],0,[],0,[],[],15,"[4, 6, 7, 8, 11, 12, 13, 16, 17, 18, 19, 21, 23, 25, 29]",1,[-1.3895593899999987],[3],12,"[7.0, 3.4064006199999994, 1.9519224299999998, 6.0, 0.13475276000000136, 9.0, 4.0, 0.9519224299999998, 5.0, 1.7765709600000008, 8.45586823, 10.0]","[5, 9, 10, 14, 15, 20, 22, 24, 26, 27, 28, 30]",16,"[3, 5, 7, 9, 10, 14, 15, 17, 20, 21, 22, 24, 26, 27, 28, 30]",12,"[4, 6, 8, 11, 12, 13, 16, 18, 19, 23, 25, 29]",0,[],0,[],[],2,"[-1, -8]","[14, 30]",14,"[1, 19, 0, 0, 9, 6, 1, 7, 7, 1, 0, 4, 1, 0]","[3, 5, 7, 9, 10, 15, 17, 20, 21, 22, 24, 26, 27, 28]"
r6ovli5x,v1rr4jv4,05_D2H1,0.009,0,[],4,"[1.0231866600000004, -2.7925730999999985, -2.0747620799999993, 0.6540193400000014]","[5, 16, 22, 28]",24,"[3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 29, 30]",0,[],[],0,[],[],0,[],6,"[1.4064006199999994, 2.0, 6.0, 6.0, 5.0, 3.9519224299999998]","[8, 13, 14, 18, 26, 27]",10,"[4, 5, 6, 10, 11, 17, 19, 22, 23, 29]",1,[1.8908284000000002],[25],11,"[2.2258981899999988, 7.0, 7.0, 4.0, 4.0, 3.593459469999999, 2.0, 2.1347527600000014, 2.0, 4.0, 2.0]","[3, 7, 9, 12, 15, 16, 20, 21, 24, 28, 30]",22,"[3, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 20, 21, 24, 25, 26, 27, 28, 29, 30]",6,"[4, 5, 11, 17, 22, 23]",0,[],0,[],[],5,"[-22, -1, -1, -1, -1]","[6, 10, 14, 16, 30]",17,"[0, 0, 7, 0, 0, 2, 4, 0, 0, 21, 0, 4, 0, 0, 4, 0, 0]","[3, 7, 8, 9, 12, 13, 15, 18, 19, 20, 21, 24, 25, 26, 27, 28, 29]"
r6ovli5x,mr0tyjxp,05_D2H1,0.009,0,[],4,"[-1.44533998, 1.5797640999999985, -0.16157809999999984, -0.15018649000000295]","[9, 21, 26, 27]",24,"[3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 28, 29, 30]",0,[],[],0,[],[],0,[],0,[],[],21,"[4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 19, 20, 21, 22, 23, 24, 26, 27, 29, 30]",0,[],[],7,"[8.0, 4.0, 4.0, 7.0, 6.0, 5.863786050000002, 4.0]","[3, 11, 12, 17, 18, 25, 28]",17,"[3, 5, 7, 9, 11, 12, 15, 16, 17, 18, 19, 23, 25, 27, 28, 29, 30]",11,"[4, 6, 8, 10, 13, 14, 20, 21, 22, 24, 26]",0,[],0,[],[],3,"[-2, -1, -1]","[9, 16, 18]",14,"[18, 0, 0, 0, 5, 0, 15, 0, 0, 9, 0, 0, 0, 0]","[3, 5, 7, 11, 12, 15, 17, 19, 23, 25, 27, 28, 29, 30]"
r6ovli5x,8amlvfnf,05_D2H1,0.009,0,[],3,"[-4.6061535199999994, -6.172176579999999, -5.990886209999999]","[16, 17, 24]",24,"[3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30]",1,[-7.074762079999999],[6],0,[],[],0,[],1,[2.0],[19],20,"[3, 5, 6, 7, 8, 10, 12, 15, 16, 17, 18, 20, 21, 23, 24, 25, 26, 27, 28, 29]",3,"[-4.1091716, 1.4064006199999994, -0.8652472399999986]","[4, 22, 30]",4,"[1.593459469999999, 2.0, 0.5934594699999991, 3.0]","[9, 11, 13, 14]",11,"[4, 6, 9, 11, 12, 13, 14, 15, 19, 22, 30]",14,"[3, 5, 7, 8, 10, 16, 17, 18, 20, 23, 26, 27, 28, 29]",0,[],3,"[2, 2, 1]","[21, 24, 25]",5,"[-12, -1, -3, -1, -8]","[6, 12, 13, 15, 30]",6,"[0, 2, 2, 8, 13, 0]","[4, 9, 11, 14, 19, 22]"
r6ovli5x,04pv90wo,05_D2H1,0.009,0,[],4,"[-5.61345146, -4.533963819999997, 1.2074269000000015, -2.8947383900000005]","[12, 19, 22, 23]",24,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 20, 21, 24, 25, 26, 27, 28, 29, 30]",0,[],[],0,[],[],0,[],0,[],[],22,"[3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 24, 26, 29, 30]",0,[],[],6,"[2.0, 6.0, 4.0, 5.500759769999998, 1.593459469999999, 6.316067779999999]","[4, 12, 22, 25, 27, 28]",12,"[3, 4, 6, 12, 13, 14, 17, 18, 22, 25, 27, 28]",14,"[5, 7, 8, 9, 11, 15, 16, 19, 20, 21, 23, 24, 29, 30]",0,[],2,"[3, 2]","[10, 26]",1,[-22],[6],11,"[2, 13, 17, 1, 2, 1, 1, 7, 2, 1, 1]","[3, 4, 12, 13, 14, 17, 18, 22, 25, 27, 28]"
r6ovli5x,dhxq3ljo,05_D2H1,0.009,0,[],7,"[-4.35320012, -4.62747551, -4.262906959999999, -3.9714830300000017, -3.1721765799999986, -2.6134514600000003, -2.4341127900000004]","[6, 7, 8, 17, 19, 24, 30]",20,"[4, 5, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21, 22, 23, 25, 26, 27, 28, 29]",1,[-6.8947383900000005],[3],0,[],[],0,[],4,"[4.0, 3.0, 3.0, 3.0]","[15, 16, 27, 29]",14,"[4, 5, 6, 8, 10, 11, 12, 14, 17, 18, 19, 21, 22, 26]",5,"[-0.5935993800000006, 3.1347527600000014, -1.3895593899999987, 1.8637860500000016, -2.97255348]","[9, 24, 25, 28, 30]",5,"[3.0, 7.0, 2.0, 2.0, 2.0]","[3, 7, 13, 20, 23]",19,"[3, 4, 7, 9, 10, 13, 15, 16, 17, 19, 20, 22, 23, 24, 25, 27, 28, 29, 30]",9,"[5, 6, 8, 11, 12, 14, 18, 21, 26]",0,[],0,[],[],9,"[-1, -1, -1, -1, -1, -1, -1, -2, -16]","[9, 10, 15, 20, 24, 25, 27, 28, 30]",10,"[17, 0, 9, 0, 24, 0, 0, 0, 3, 10]","[3, 4, 7, 13, 16, 17, 19, 22, 23, 29]"
r6ovli5x,njnju6u0,05_D2H1,0.009,2,"[12, 25]",4,"[-8.150186490000003, -7.43411279, -8.61345146, -3.6134514600000003]","[5, 16, 18, 28]",20,"[3, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 19, 21, 22, 23, 24, 26, 27, 29, 30]",2,"[-4.97681334, -4.345980659999999]","[4, 20]",0,[],[],4,"[9, 15, 20, 22]",5,"[3.0, 2.0, 2.0, -8.1091716, 0.3313300099999985]","[7, 10, 11, 14, 16]",14,"[3, 6, 8, 12, 13, 17, 18, 19, 21, 23, 26, 27, 28, 30]",3,"[-1.5935993800000006, -8.1091716, -4.499240230000002]","[4, 5, 24]",2,"[0.6104406100000013, 0.4558682300000001]","[25, 29]",15,"[3, 4, 5, 6, 7, 8, 10, 11, 14, 16, 23, 24, 25, 27, 29]",7,"[12, 13, 17, 19, 21, 26, 30]",6,"[9, 15, 18, 20, 22, 28]",0,[],[],13,"[-2, -8, -20, -30, -9, -7, -18, -25, -3, -1, -2, -9, -4]","[4, 5, 6, 9, 15, 18, 20, 22, 23, 24, 27, 28, 29]",8,"[0, 6, 2, 11, 15, 1, 7, 0]","[3, 7, 8, 10, 11, 14, 16, 25]"
r6ovli5x,j7t612vu,05_D2H1,0.009,0,[],5,"[-0.9714830300000017, -1.5339638199999968, -1.7144744100000011, -2.3532001200000003, -0.7137394599999993]","[3, 9, 22, 23, 24]",23,"[4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 25, 26, 27, 28, 29, 30]",0,[],[],0,[],[],0,[],0,[],[],21,"[3, 5, 6, 7, 11, 12, 13, 14, 15, 16, 17, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0,[],[],7,"[2.4064006199999994, 2.0, 7.0, 1.0, 6.0, 4.67877429, 3.2258981899999988]","[4, 8, 9, 10, 18, 20, 21]",10,"[3, 4, 8, 9, 10, 18, 20, 21, 29, 30]",18,"[5, 6, 7, 11, 12, 13, 14, 15, 16, 17, 19, 22, 23, 24, 25, 26, 27, 28]",0,[],0,[],[],3,"[-1, -5, -2]","[20, 29, 30]",7,"[1, 9, 0, 2, 11, 2, 10]","[3, 4, 8, 9, 10, 18, 21]"
r6ovli5x,0czu3fwm,05_D2H1,0.009,0,[],4,"[-1.150186490000003, -4.35320012, -0.15018649000000295, -4.172176579999999]","[10, 11, 15, 17]",23,"[3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 16, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30]",1,[-4.990886209999999],[29],0,[],[],0,[],3,"[1.0, 1.0, 8.863786050000002]","[7, 10, 17]",17,"[4, 5, 6, 8, 9, 11, 12, 13, 14, 16, 18, 21, 22, 23, 26, 27, 30]",0,[],[],8,"[3.0, 4.0, 4.0, 2.0, 2.0, 12.0, 6.316067779999999, 0.13475276000000136]","[3, 15, 19, 20, 24, 25, 28, 29]",14,"[3, 4, 7, 10, 15, 17, 19, 20, 21, 24, 25, 28, 29, 30]",12,"[6, 8, 9, 11, 13, 14, 16, 18, 22, 23, 26, 27]",0,[],2,"[1, 1]","[5, 12]",0,[],[],14,"[20, 8, 12, 15, 6, 18, 1, 1, 0, 1, 5, 0, 0, 0]","[3, 4, 7, 10, 15, 17, 19, 20, 21, 24, 25, 28, 29, 30]"
r6ovli5x,kwatvg4y,05_D2H1,0.009,0,[],6,"[-2.3286884899999976, -4.172176579999999, -5.0801682700000015, -5.43411279, -4.971483030000002, -3.3459806599999986]","[8, 11, 14, 15, 27, 30]",20,"[3, 5, 6, 7, 9, 10, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 28, 29]",2,"[-4.990886209999999, -3.1615781]","[4, 26]",0,[],[],1,[21],5,"[4.0, 2.0, 2.0, -4.683932220000001, 5.0]","[11, 20, 24, 26, 27]",11,"[6, 7, 8, 9, 13, 14, 16, 18, 19, 22, 29]",8,"[-4.94659807, -5.97255348, -2.3895593899999987, 1.6787742899999998, -5.97255348, -6.1000853500000005, 3.2258981899999988, -6.1000853500000005]","[3, 5, 10, 12, 17, 23, 28, 30]",3,"[0.5934594699999991, 3.0, 1.3313300099999985]","[4, 15, 25]",18,"[3, 4, 5, 8, 10, 11, 12, 15, 17, 19, 20, 23, 24, 25, 26, 27, 28, 30]",8,"[7, 9, 13, 14, 16, 18, 22, 29]",2,"[6, 21]",0,[],[],9,"[-1, -4, -14, -2, -1, -2, -21, -2, -2]","[3, 5, 6, 8, 11, 17, 21, 23, 30]",11,"[9, 3, 9, 11, 4, 15, 23, 6, 3, 20, 10]","[4, 10, 12, 15, 19, 20, 24, 25, 26, 27, 28]"
r6ovli5x,uvc05y1o,05_D2H1,0.009,0,[],4,"[-4.809321709999999, -3.2629069599999987, -5.074762079999999, 2.3938464800000006]","[4, 13, 25, 30]",24,"[3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29]",0,[],[],0,[],[],0,[],2,"[2.0, 2.0]","[8, 20]",19,"[3, 4, 5, 6, 7, 9, 10, 13, 14, 15, 16, 17, 19, 21, 23, 24, 26, 27, 30]",0,[],[],7,"[4.0, 1.1347527600000014, 7.0, 5.0, 9.863786050000002, 20.0, 12.0]","[11, 12, 18, 22, 25, 28, 29]",16,"[3, 5, 7, 8, 11, 12, 15, 16, 18, 19, 20, 22, 25, 28, 29, 30]",12,"[4, 6, 9, 10, 13, 14, 17, 21, 23, 24, 26, 27]",0,[],0,[],[],4,"[-2, -1, -2, -2]","[3, 5, 16, 30]",12,"[1, 1, 2, 1, 0, 15, 1, 4, 2, 0, 23, 13]","[7, 8, 11, 12, 15, 18, 19, 20, 22, 25, 28, 29]"
r6ovli5x,0emhqklq,05_D2H1,0.009,0,[],4,"[-3.2545515699999967, 0.8278234200000014, -3.4341127900000004, -1.3286884899999976]","[3, 7, 19, 20]",24,"[4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0,[],[],0,[],[],1,[6],5,"[2.0, 2.0, 2.0, 1.3237352199999997, 5.0]","[11, 17, 18, 22, 26]",17,"[3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 19, 20, 24, 28, 30]",4,"[-5.3931804, 0.5934594699999991, -2.97255348, 8.40640062]","[21, 23, 25, 29]",1,[3.0],[27],13,"[9, 10, 11, 17, 18, 21, 22, 23, 25, 26, 27, 28, 29]",14,"[3, 4, 5, 7, 8, 12, 13, 14, 15, 16, 19, 20, 24, 30]",1,[6],0,[],[],3,"[-20, -2, -2]","[6, 9, 21]",11,"[0, 0, 7, 8, 14, 0, 0, 22, 3, 0, 0]","[10, 11, 17, 18, 22, 23, 25, 26, 27, 28, 29]"
r6ovli5x,xuy1u0is,05_D2H1,0.009,0,[],6,"[-0.44533997999999997, -2.7925730999999985, -2.2545515699999967, -0.35320012000000034, 0.3865485399999997, -0.43411279000000036]","[10, 14, 18, 20, 23, 29]",21,"[3, 4, 5, 7, 8, 9, 11, 12, 13, 15, 16, 17, 19, 21, 22, 24, 25, 26, 27, 28, 30]",1,[-3.0747620799999993],[6],0,[],[],0,[],6,"[2.0, -5.94659807, 2.0, 2.0, -0.7741018100000012, 1.8637860500000016]","[3, 5, 6, 12, 13, 19]",15,"[4, 9, 10, 11, 14, 15, 16, 17, 20, 21, 22, 24, 26, 27, 30]",4,"[-3.1091716, -2.32122571, -1.3006830159999998, -1.6686699900000015]","[7, 8, 28, 29]",3,"[6.0, 9.0, 10.0]","[18, 23, 25]",14,"[3, 5, 6, 7, 8, 12, 13, 15, 18, 19, 23, 25, 28, 29]",14,"[4, 9, 10, 11, 14, 16, 17, 20, 21, 22, 24, 26, 27, 30]",0,[],0,[],[],0,[],[],14,"[15, 1, 3, 1, 0, 20, 10, 0, 0, 3, 23, 18, 0, 0]","[3, 5, 6, 7, 8, 12, 13, 15, 18, 19, 23, 25, 28, 29]"
r6ovli5x,7no619yf,05_D2H1,0.009,0,[],6,"[3.6540193400000014, 2.6467998799999997, 4.2074269000000015, 4.1052616099999995, 5.208324560000001, 3.7370930400000013]","[8, 11, 12, 13, 15, 21]",21,"[3, 4, 5, 6, 7, 9, 10, 14, 16, 17, 18, 19, 22, 23, 24, 25, 26, 27, 28, 29, 30]",0,[],[],1,[3.8278234200000014],[20],0,[],6,"[2.0, 4.0, 0.7958709259999992, 3.0, 5.0, -4.223429039999999]","[4, 6, 9, 14, 16, 23]",16,"[3, 5, 7, 10, 11, 12, 13, 17, 19, 20, 22, 24, 26, 27, 28, 29]",2,"[-3.4992402300000016, 1.9519224299999998]","[15, 18]",4,"[2.0, 5.0, 4.05340193, 6.134752760000001]","[8, 21, 25, 30]",16,"[4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 21, 23, 25, 30]",9,"[3, 11, 13, 20, 22, 26, 27, 28, 29]",0,[],3,"[2, 7, 3]","[10, 12, 24]",1,[-1],[5],15,"[24, 0, 3, 15, 4, 11, 1, 6, 0, 2, 2, 14, 6, 2, 10]","[4, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 21, 23, 25, 30]"
a2ehf0h4,nxc5jidi,05_D1H2,0.009,0,[],2,"[-4.254551569999997, -3.4341127900000004]","[7, 17]",24,"[3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 30]",1,[-3.4341127900000004],[29],1,[0.2855255899999989],[23],0,[],3,"[3.0, 2.0, 2.0]","[6, 8, 17]",20,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21, 22, 25, 26, 28, 29, 30]",1,[-3.0480775700000002],[7],4,"[4.0, 1.0, 12.0, 13.0]","[19, 23, 24, 27]",10,"[6, 7, 8, 17, 19, 21, 23, 24, 27, 28]",14,"[3, 4, 5, 9, 10, 11, 12, 15, 16, 18, 20, 22, 25, 29]",0,[],4,"[1, 7, 2, 6]","[13, 14, 26, 30]",1,[-1],[21],9,"[14, 5, 6, 16, 11, 6, 16, 28, 2]","[6, 7, 8, 17, 19, 23, 24, 27, 28]"
a2ehf0h4,mhqpmc45,05_D1H2,0.009,0,[],4,"[-6.35320012, -4.0801682700000015, -1.9714830300000017, -3.62747551]","[14, 18, 21, 27]",23,"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 22, 23, 24, 25, 28, 29, 30]",1,[-4.714474410000001],[26],0,[],[],0,[],3,"[2.0, 0.40640061999999944, 4.134752760000001]","[10, 11, 29]",16,"[4, 5, 8, 9, 12, 14, 15, 16, 17, 20, 22, 23, 24, 26, 27, 30]",2,"[8.02744652, -0.9465980700000003]","[13, 25]",7,"[0.13475276000000136, 8.32373522, 3.0, 2.0, 1.3237352199999997, 0.5934594699999991, 2.0]","[3, 6, 7, 18, 19, 21, 28]",18,"[3, 4, 5, 6, 7, 10, 11, 12, 13, 18, 19, 20, 21, 22, 25, 28, 29, 30]",10,"[8, 9, 14, 15, 16, 17, 23, 24, 26, 27]",0,[],0,[],[],1,[-1],[4],17,"[0, 1, 7, 12, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 0]","[3, 5, 6, 7, 10, 11, 12, 13, 18, 19, 20, 21, 22, 25, 28, 29, 30]"
a2ehf0h4,vivb97ij,05_D1H2,0.009,0,[],4,"[-3.3286884899999976, -3.9714830300000017, -1.7144744100000011, -0.15018649000000295]","[12, 16, 23, 29]",23,"[3, 4, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 24, 25, 26, 27, 28, 30]",1,[-4.7925730999999985],[5],0,[],[],0,[],1,[9.0],[9],16,"[4, 7, 8, 12, 13, 15, 16, 17, 18, 20, 21, 22, 26, 27, 29, 30]",2,"[13.134752760000001, 4.776570960000001]","[11, 24]",9,"[0.13475276000000136, 2.0, 3.9519224299999998, 2.8637860500000016, 1.3313300099999985, 0.40640061999999944, 2.9519224299999998, 7.0, 8.0]","[3, 5, 6, 10, 14, 19, 23, 25, 28]",14,"[3, 5, 6, 9, 10, 11, 12, 17, 19, 21, 23, 24, 25, 28]",12,"[4, 7, 8, 13, 15, 16, 18, 20, 22, 26, 27, 29]",0,[],2,"[11, 7]","[14, 30]",0,[],[],14,"[3, 2, 1, 23, 2, 1, 1, 2, 1, 1, 1, 1, 17, 12]","[3, 5, 6, 9, 10, 11, 12, 17, 19, 21, 23, 24, 25, 28]"
a2ehf0h4,j8a6yk9r,05_D1H2,0.009,0,[],6,"[-5.074762079999999, -5.533963819999997, -2.2629069599999987, -4.0801682700000015, -0.9714830300000017, -1.0747620799999993]","[9, 16, 19, 24, 25, 28]",21,"[4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 17, 18, 20, 21, 22, 23, 26, 27, 29, 30]",1,[1.190678290000001],[3],0,[],[],0,[],7,"[1.593459469999999, 2.0, 4.32373522, 0.13475276000000136, 1.8637860500000016, -0.2234290399999992, 3.0]","[3, 9, 12, 13, 18, 22, 25]",14,"[5, 7, 10, 11, 14, 15, 16, 17, 19, 20, 21, 23, 24, 28]",2,"[-0.5935993800000006, 4.593459469999999]","[4, 29]",5,"[0.13475276000000136, 2.0, 0.9519224299999998, 0.6787742899999998, 2.0]","[6, 8, 26, 27, 30]",20,"[3, 4, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 21, 22, 25, 26, 27, 29, 30]",8,"[5, 11, 14, 19, 20, 23, 24, 28]",0,[],0,[],[],2,"[-1, -6]","[16, 30]",18,"[2, 4, 1, 1, 1, 10, 0, 1, 6, 1, 0, 14, 0, 1, 22, 1, 1, 5]","[3, 4, 6, 7, 8, 9, 10, 12, 13, 15, 17, 18, 21, 22, 25, 26, 27, 29]"
